node_id,lemma,pos,surface_word,gloss,component,is_seed,seed_method,candidate_seed_id,layer,degree_score,outdegree,indegree,frequency,age_of_acquisition,concreteness,source_label
foodstuff::n,foodstuff,n,foodstuff,(usually plural) consumer goods sold by a grocer,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,11,7,4,1.7689553968641223,11.17,4.0,foodstuff [n] :: (usually plural) consumer goods sold by a grocer
variegated::a,variegated,a,variegated,having a variety of colors,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,36,34,2,1.7689553968641223,12.5,,variegated [a] :: having a variety of colors
denseness::n,denseness,n,denseness,the quality of being mentally slow and limited,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,7,4,3,1.5928641378084412,11.78,3.12,denseness [n] :: the quality of being mentally slow and limited
unsaturated::a,unsaturated,a,unsaturated,not saturated; capable of dissolving more of a substance at a given t...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,39,32,7,1.5928641378084412,14.22,2.52,unsaturated [a] :: not saturated; capable of dissolving more of a substance at a given t...
compass_point::n,compass_point,n,compass point,any of 32 horizontal directions indicated on the card of a compass,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,67,64,3,,,,compass_point [n] :: any of 32 horizontal directions indicated on the card of a compass
mountain_peak::n,mountain_peak,n,mountain peak,the summit of a mountain,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,67,65,2,,,,mountain_peak [n] :: the summit of a mountain
solar_system::n,solar_system,n,solar system,the sun with the celestial bodies that revolve around it in its gravi...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,40,36,4,,,,solar_system [n] :: the sun with the celestial bodies that revolve around it in its gravi...
hindu_calendar::n,hindu_calendar,n,hindu calendar,the lunisolar calendar governing the religious life of Hindus; an ext...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,31,23,8,,,,hindu_calendar [n] :: the lunisolar calendar governing the religious life of Hindus; an ext...
suborder::n,suborder,n,suborder,(biology) taxonomic group that is a subdivision of an order,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,31,28,3,,,,suborder [n] :: (biology) taxonomic group that is a subdivision of an order
rock_music::n,rock_music,n,rock music,a genre of popular music originating in the 1950s; a blend of black r...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,26,16,10,,,4.0,rock_music [n] :: a genre of popular music originating in the 1950s; a blend of black r...
sword_shaped::a,sword_shaped,a,sword shaped,shaped like a sword blade,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,24,20,4,,,,sword_shaped [a] :: shaped like a sword blade
croatia::n,croatia,n,croatia,a republic in the western Balkans in south-central Europe in the east...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,20,5,15,,,,croatia [n] :: a republic in the western Balkans in south-central Europe in the east...
deep_yellow::a,deep_yellow,a,deep yellow,of something having the color of a pumpkin,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,18,16,2,,,,deep_yellow [a] :: of something having the color of a pumpkin
machine_gun::n,machine_gun,n,machine gun,a rapidly firing automatic gun (often mounted),satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,18,14,4,,,5.0,machine_gun [n] :: a rapidly firing automatic gun (often mounted)
high_pressure::a,high_pressure,a,high pressure,aggressively and persistently persuasive,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,17,14,3,,,,high_pressure [a] :: aggressively and persistently persuasive
spinel::n,spinel,n,spinel,a hard glassy mineral consisting of an oxide of magnesium and aluminu...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,14,7,7,,,,spinel [n] :: a hard glassy mineral consisting of an oxide of magnesium and aluminu...
card_player::n,card_player,n,card player,someone who plays (or knows how to play) card games,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,13,11,2,,,,card_player [n] :: someone who plays (or knows how to play) card games
chemical_warfare::n,chemical_warfare,n,chemical warfare,warfare using chemical agents to kill or injure or incapacitate the e...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,13,7,6,,,,chemical_warfare [n] :: warfare using chemical agents to kill or injure or incapacitate the e...
niobite::n,niobite,n,niobite,a black mineral that is an ore of niobium and tantalum,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,13,8,5,,,,niobite [n] :: a black mineral that is an ore of niobium and tantalum
religious_sect::n,religious_sect,n,religious sect,a subdivision of a larger religious group,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,13,9,4,,,,religious_sect [n] :: a subdivision of a larger religious group
place_kick::n,place_kick,n,place kick,(sports) a kick in which the ball is placed on the ground before kicking,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,12,6,6,,,,place_kick [n] :: (sports) a kick in which the ball is placed on the ground before kicking
subdivision_ascomycota::n,subdivision_ascomycota,n,subdivision ascomycota,a large subdivision of Eumycota including Hemiascomycetes and Plectom...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,12,4,8,,,,subdivision_ascomycota [n] :: a large subdivision of Eumycota including Hemiascomycetes and Plectom...
coprinus::n,coprinus,n,coprinus,genus of black-spotted agarics in which the cap breaks down at maturi...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,11,2,9,,,,coprinus [n] :: genus of black-spotted agarics in which the cap breaks down at maturi...
ardennes::n,ardennes,n,ardennes,a wooded plateau in the Champagne-Ardenne region of France; the site...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,10,3,7,,,,ardennes [n] :: a wooded plateau in the Champagne-Ardenne region of France; the site...
ascomycota::n,ascomycota,n,ascomycota,a large subdivision of Eumycota including Hemiascomycetes and Plectom...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,10,2,8,,,,ascomycota [n] :: a large subdivision of Eumycota including Hemiascomycetes and Plectom...
sound_recording::n,sound_recording,n,sound recording,a recording of acoustic signals,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,10,8,2,,,,sound_recording [n] :: a recording of acoustic signals
chain_stitch::n,chain_stitch,n,chain stitch,the most basic of all crochet stitches made by pulling a loop of yarn...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,9,4,5,,,,chain_stitch [n] :: the most basic of all crochet stitches made by pulling a loop of yarn...
health_professional::n,health_professional,n,health professional,a person who helps in identifying or preventing or treating illness o...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,9,7,2,,,,health_professional [n] :: a person who helps in identifying or preventing or treating illness o...
black_hole::n,black_hole,n,black hole,a region of space resulting from the collapse of a star; extremely hi...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,8,1,7,,,3.64,black_hole [n] :: a region of space resulting from the collapse of a star; extremely hi...
defense_reaction::n,defense_reaction,n,defense reaction,(psychiatry) an unconscious process that tries to reduce the anxiety...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,8,3,5,,,,defense_reaction [n] :: (psychiatry) an unconscious process that tries to reduce the anxiety...
free_fall::n,free_fall,n,free fall,the ideal falling motion of something subject only to a gravitational...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,8,3,5,,,,free_fall [n] :: the ideal falling motion of something subject only to a gravitational...
ginkgopsida::n,ginkgopsida,n,ginkgopsida,ginkgos: in some systems classified as a class and in others as a sub...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,8,5,3,,,,ginkgopsida [n] :: ginkgos: in some systems classified as a class and in others as a sub...
subdivision_ginkgophytina::n,subdivision_ginkgophytina,n,subdivision ginkgophytina,ginkgos: in some systems classified as a class and in others as a sub...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,8,5,3,,,,subdivision_ginkgophytina [n] :: ginkgos: in some systems classified as a class and in others as a sub...
branch_out::v,branch_out,v,branch out,vary in order to spread risk or to expand,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,7,3,4,,,2.77,branch_out [v] :: vary in order to spread risk or to expand
claudication::n,claudication,n,claudication,disability of walking due to crippling of the legs or feet,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,7,2,5,,,,claudication [n] :: disability of walking due to crippling of the legs or feet
dooryard::n,dooryard,n,dooryard,a yard outside the front or rear door of a house,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,7,1,6,,,,dooryard [n] :: a yard outside the front or rear door of a house
radial_ply::a,radial_ply,a,radial ply,of or relating to automobile tires that have a strip under the tread...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,7,3,4,,,,radial_ply [a] :: of or relating to automobile tires that have a strip under the tread...
vetchling::n,vetchling,n,vetchling,any of various small plants of the genus Lathyrus; climb usually by m...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,7,2,5,,,,vetchling [n] :: any of various small plants of the genus Lathyrus; climb usually by m...
yellow_throated_marten::n,yellow_throated_marten,n,yellow throated marten,large yellow and black marten of southern China and Burma,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,7,2,5,,,,yellow_throated_marten [n] :: large yellow and black marten of southern China and Burma
bladelike::a,bladelike,a,bladelike,shaped like a sword blade,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,6,2,4,,,3.52,bladelike [a] :: shaped like a sword blade
sound_system::n,sound_system,n,sound system,a system of electronic equipment for recording or reproducing sound,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,6,2,4,,,4.57,sound_system [n] :: a system of electronic equipment for recording or reproducing sound
appressed::a,appressed,a,appressed,pressed close to or lying flat against something,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,5,1,4,,,,appressed [a] :: pressed close to or lying flat against something
christian_name::n,christian_name,n,christian name,the first name given to Christians at birth or christening,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,5,1,4,,,,christian_name [n] :: the first name given to Christians at birth or christening
subfamily_mephitinae::n,subfamily_mephitinae,n,subfamily mephitinae,subdivision not used in some classifications: skunks,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,5,4,1,,,,subfamily_mephitinae [n] :: subdivision not used in some classifications: skunks
audio_recording::n,audio_recording,n,audio recording,a recording of acoustic signals,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,4,2,2,,,,audio_recording [n] :: a recording of acoustic signals
hexahedron::n,hexahedron,n,hexahedron,any polyhedron having six plane faces,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,4,2,2,,,,hexahedron [n] :: any polyhedron having six plane faces
opaque_gem::n,opaque_gem,n,opaque gem,a gemstone that is opaque,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,4,2,2,,,,opaque_gem [n] :: a gemstone that is opaque
silver_scaled::a,silver_scaled,a,silver scaled,having the body covered or partially covered with silver-colored scales,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,4,1,3,,,,silver_scaled [a] :: having the body covered or partially covered with silver-colored scales
spread_out::a,spread_out,a,spread out,especially spread in a fan shape,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,3,2,1,,,3.85,spread_out [a] :: especially spread in a fan shape
now::n,now,n,now,the momentary present,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,25,353,351,2,6.504910740080232,5.251930000000001,1.48,now [n] :: the momentary present
mean::n,mean,n,mean,an average of n numbers computed by adding some function of the numbe...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,25,31,27,4,6.094224698597197,4.0,2.5,mean [n] :: an average of n numbers computed by adding some function of the numbe...
die::v,die,v,die,pass from physical life and lose all bodily attributes and functions...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,25,10,5,5,5.416305761063947,4.53,3.07,die [v] :: pass from physical life and lose all bodily attributes and functions...
fall::v,fall,v,fall,descend in free fall under the influence of gravity,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,25,40,36,4,5.073230447341251,4.71,4.04,fall [v] :: descend in free fall under the influence of gravity
